,Date and Hour,Production,Production_simulate,Production_simulate_half
16903,2022-01-05 06:00:00+01:00,7017.0,701.7,350.85
16904,2022-01-05 07:00:00+01:00,6884.0,688.4,344.2
16905,2022-01-05 08:00:00+01:00,6502.0,650.2,325.1
16906,2022-01-05 09:00:00+01:00,6502.0,650.2,325.1
16907,2022-01-05 10:00:00+01:00,6862.0,686.2,343.1
16908,2022-01-05 11:00:00+01:00,7236.0,723.6,361.8
16909,2022-01-05 12:00:00+01:00,7900.0,790.0,395.0
16910,2022-01-05 13:00:00+01:00,8166.0,816.6,408.3
16911,2022-01-05 14:00:00+01:00,7519.0,751.9,375.95
16912,2022-01-05 15:00:00+01:00,6147.0,614.7,307.35
16913,2022-01-05 16:00:00+01:00,4535.0,453.5,226.75
16914,2022-01-05 17:00:00+01:00,3670.0,367.0,183.5
16915,2022-01-05 18:00:00+01:00,3782.0,378.2,189.1
16916,2022-01-05 19:00:00+01:00,3977.0,397.7,198.85
16917,2022-01-05 20:00:00+01:00,4035.0,403.5,201.75
16918,2022-01-05 21:00:00+01:00,4195.0,419.5,209.75
16919,2022-01-05 22:00:00+01:00,4272.0,427.2,213.6
16920,2022-01-05 23:00:00+01:00,4196.0,419.6,209.8
16921,2022-01-06 00:00:00+01:00,3929.0,392.9,196.45
16922,2022-01-06 01:00:00+01:00,3672.0,367.2,183.6
16923,2022-01-06 02:00:00+01:00,3349.0,334.9,167.45
16924,2022-01-06 03:00:00+01:00,2861.0,286.1,143.05
16925,2022-01-06 04:00:00+01:00,2502.0,250.2,125.1
16926,2022-01-06 05:00:00+01:00,2089.0,208.9,104.45
16927,2022-01-06 06:00:00+01:00,1819.0,181.9,90.95
16928,2022-01-06 07:00:00+01:00,1774.0,177.4,88.7
16929,2022-01-06 08:00:00+01:00,1764.0,176.4,88.2
16930,2022-01-06 09:00:00+01:00,2496.0,249.6,124.8
16931,2022-01-06 10:00:00+01:00,3762.0,376.2,188.1
16932,2022-01-06 11:00:00+01:00,4919.0,491.9,245.95
16933,2022-01-06 12:00:00+01:00,5367.0,536.7,268.35
16934,2022-01-06 13:00:00+01:00,5663.0,566.3,283.15
16935,2022-01-06 14:00:00+01:00,5469.0,546.9,273.45
16936,2022-01-06 15:00:00+01:00,4756.0,475.6,237.8
16937,2022-01-06 16:00:00+01:00,3821.0,382.1,191.05
16938,2022-01-06 17:00:00+01:00,3926.0,392.6,196.3
16939,2022-01-06 18:00:00+01:00,5076.0,507.6,253.8
16940,2022-01-06 19:00:00+01:00,6257.0,625.7,312.85
16941,2022-01-06 20:00:00+01:00,6852.0,685.2,342.6
16942,2022-01-06 21:00:00+01:00,7419.0,741.9,370.95
16943,2022-01-06 22:00:00+01:00,8055.0,805.5,402.75
16944,2022-01-06 23:00:00+01:00,8696.0,869.6,434.8
16945,2022-01-07 00:00:00+01:00,9119.0,911.9,455.95
16946,2022-01-07 01:00:00+01:00,9392.0,939.2,469.6
16947,2022-01-07 02:00:00+01:00,9473.0,947.3,473.65
16948,2022-01-07 03:00:00+01:00,9560.0,956.0,478.0
16949,2022-01-07 04:00:00+01:00,9604.0,960.4,480.2
16950,2022-01-07 05:00:00+01:00,9391.0,939.1,469.55
16951,2022-01-07 06:00:00+01:00,9041.0,904.1,452.05
16952,2022-01-07 07:00:00+01:00,9094.0,909.4,454.7
16953,2022-01-07 08:00:00+01:00,9132.0,913.2,456.6
16954,2022-01-07 09:00:00+01:00,9538.0,953.8,476.9
16955,2022-01-07 10:00:00+01:00,10407.0,1040.7,520.35
16956,2022-01-07 11:00:00+01:00,11078.0,1107.8,553.9
16957,2022-01-07 12:00:00+01:00,11613.0,1161.3,580.65
16958,2022-01-07 13:00:00+01:00,12707.0,1270.7,635.35
16959,2022-01-07 14:00:00+01:00,12952.0,1295.2,647.6
16960,2022-01-07 15:00:00+01:00,11713.0,1171.3,585.65
16961,2022-01-07 16:00:00+01:00,10357.0,1035.7,517.85
16962,2022-01-07 17:00:00+01:00,10072.0,1007.2,503.6
16963,2022-01-07 18:00:00+01:00,10263.0,1026.3,513.15
16964,2022-01-07 19:00:00+01:00,9828.0,982.8,491.4
16965,2022-01-07 20:00:00+01:00,9878.0,987.8,493.9
16966,2022-01-07 21:00:00+01:00,9761.0,976.1,488.05
16967,2022-01-07 22:00:00+01:00,9918.0,991.8,495.9
16968,2022-01-07 23:00:00+01:00,10011.0,1001.1,500.55
16969,2022-01-08 00:00:00+01:00,10260.0,1026.0,513.0
16970,2022-01-08 01:00:00+01:00,10025.0,1002.5,501.25
16971,2022-01-08 02:00:00+01:00,8451.0,845.1,422.55
16972,2022-01-08 03:00:00+01:00,6676.0,667.6,333.8
16973,2022-01-08 04:00:00+01:00,5713.0,571.3,285.65
16974,2022-01-08 05:00:00+01:00,5236.0,523.6,261.8
16975,2022-01-08 06:00:00+01:00,5534.0,553.4,276.7
16976,2022-01-08 07:00:00+01:00,6396.0,639.6,319.8
16977,2022-01-08 08:00:00+01:00,7347.0,734.7,367.35
16978,2022-01-08 09:00:00+01:00,8890.0,889.0,444.5
16979,2022-01-08 10:00:00+01:00,10639.0,1063.9,531.95
16980,2022-01-08 11:00:00+01:00,12742.0,1274.2,637.1
16981,2022-01-08 12:00:00+01:00,14844.0,1484.4,742.2
16982,2022-01-08 13:00:00+01:00,15855.0,1585.5,792.75
16983,2022-01-08 14:00:00+01:00,15955.0,1595.5,797.75
16984,2022-01-08 15:00:00+01:00,15644.0,1564.4,782.2
16985,2022-01-08 16:00:00+01:00,15351.0,1535.1,767.55
16986,2022-01-08 17:00:00+01:00,15169.0,1516.9,758.45
16987,2022-01-08 18:00:00+01:00,15276.0,1527.6,763.8
16988,2022-01-08 19:00:00+01:00,15102.0,1510.2,755.1
16989,2022-01-08 20:00:00+01:00,15310.0,1531.0,765.5
16990,2022-01-08 21:00:00+01:00,15202.0,1520.2,760.1
16991,2022-01-08 22:00:00+01:00,14754.0,1475.4,737.7
16992,2022-01-08 23:00:00+01:00,14697.0,1469.7,734.85
16993,2022-01-09 00:00:00+01:00,14629.0,1462.9,731.45
16994,2022-01-09 01:00:00+01:00,14495.0,1449.5,724.75
16995,2022-01-09 02:00:00+01:00,14062.0,1406.2,703.1
16996,2022-01-09 03:00:00+01:00,13588.0,1358.8,679.4
16997,2022-01-09 04:00:00+01:00,12632.0,1263.2,631.6
16998,2022-01-09 05:00:00+01:00,11500.0,1150.0,575.0
16999,2022-01-09 06:00:00+01:00,10263.0,1026.3,513.15
17000,2022-01-09 07:00:00+01:00,9612.0,961.2,480.6
17001,2022-01-09 08:00:00+01:00,9037.0,903.7,451.85
17002,2022-01-09 09:00:00+01:00,8319.0,831.9,415.95
17003,2022-01-09 10:00:00+01:00,7738.0,773.8,386.9
17004,2022-01-09 11:00:00+01:00,7278.0,727.8,363.9
17005,2022-01-09 12:00:00+01:00,6831.0,683.1,341.55
17006,2022-01-09 13:00:00+01:00,6438.0,643.8,321.9
17007,2022-01-09 14:00:00+01:00,5413.0,541.3,270.65
17008,2022-01-09 15:00:00+01:00,4230.0,423.0,211.5
17009,2022-01-09 16:00:00+01:00,3184.0,318.4,159.2
17010,2022-01-09 17:00:00+01:00,2757.0,275.7,137.85
17011,2022-01-09 18:00:00+01:00,2521.0,252.1,126.05
17012,2022-01-09 19:00:00+01:00,2273.0,227.3,113.65
17013,2022-01-09 20:00:00+01:00,1955.0,195.5,97.75
17014,2022-01-09 21:00:00+01:00,1602.0,160.2,80.1
17015,2022-01-09 22:00:00+01:00,1363.0,136.3,68.15
17016,2022-01-09 23:00:00+01:00,1150.0,115.0,57.5
17017,2022-01-10 00:00:00+01:00,1000.0,100.0,50.0
17018,2022-01-10 01:00:00+01:00,957.0,95.7,47.85
17019,2022-01-10 02:00:00+01:00,897.0,89.7,44.85
17020,2022-01-10 03:00:00+01:00,833.0,83.3,41.65
17021,2022-01-10 04:00:00+01:00,857.0,85.7,42.85
17022,2022-01-10 05:00:00+01:00,965.0,96.5,48.25
17023,2022-01-10 06:00:00+01:00,1008.0,100.8,50.4
17024,2022-01-10 07:00:00+01:00,1130.0,113.0,56.5
17025,2022-01-10 08:00:00+01:00,1324.0,132.4,66.2
17026,2022-01-10 09:00:00+01:00,1738.0,173.8,86.9
17027,2022-01-10 10:00:00+01:00,2173.0,217.3,108.65
17028,2022-01-10 11:00:00+01:00,2539.0,253.9,126.95
17029,2022-01-10 12:00:00+01:00,2744.0,274.4,137.2
17030,2022-01-10 13:00:00+01:00,2779.0,277.9,138.95
17031,2022-01-10 14:00:00+01:00,2667.0,266.7,133.35
17032,2022-01-10 15:00:00+01:00,2261.0,226.1,113.05
17033,2022-01-10 16:00:00+01:00,1852.0,185.2,92.6
17034,2022-01-10 17:00:00+01:00,1848.0,184.8,92.4
17035,2022-01-10 18:00:00+01:00,2123.0,212.3,106.15
17036,2022-01-10 19:00:00+01:00,2322.0,232.2,116.1
17037,2022-01-10 20:00:00+01:00,2466.0,246.6,123.3
17038,2022-01-10 21:00:00+01:00,2584.0,258.4,129.2
17039,2022-01-10 22:00:00+01:00,2693.0,269.3,134.65
17040,2022-01-10 23:00:00+01:00,2800.0,280.0,140.0
17041,2022-01-11 00:00:00+01:00,2771.0,277.1,138.55
17042,2022-01-11 01:00:00+01:00,2777.0,277.7,138.85
17043,2022-01-11 02:00:00+01:00,2618.0,261.8,130.9
17044,2022-01-11 03:00:00+01:00,2532.0,253.2,126.6
17045,2022-01-11 04:00:00+01:00,2578.0,257.8,128.9
17046,2022-01-11 05:00:00+01:00,2740.0,274.0,137.0
17047,2022-01-11 06:00:00+01:00,2854.0,285.4,142.7
17048,2022-01-11 07:00:00+01:00,2890.0,289.0,144.5
17049,2022-01-11 08:00:00+01:00,2912.0,291.2,145.6
17050,2022-01-11 09:00:00+01:00,3375.0,337.5,168.75
17051,2022-01-11 10:00:00+01:00,4016.0,401.6,200.8
17052,2022-01-11 11:00:00+01:00,4544.0,454.4,227.2
17053,2022-01-11 12:00:00+01:00,4908.0,490.8,245.4
17054,2022-01-11 13:00:00+01:00,5023.0,502.3,251.15
17055,2022-01-11 14:00:00+01:00,4851.0,485.1,242.55
17056,2022-01-11 15:00:00+01:00,3965.0,396.5,198.25
17057,2022-01-11 16:00:00+01:00,2894.0,289.4,144.7
17058,2022-01-11 17:00:00+01:00,2440.0,244.0,122.0
17059,2022-01-11 18:00:00+01:00,2622.0,262.2,131.1
17060,2022-01-11 19:00:00+01:00,2805.0,280.5,140.25
17061,2022-01-11 20:00:00+01:00,2600.0,260.0,130.0
17062,2022-01-11 21:00:00+01:00,2314.0,231.4,115.7
17063,2022-01-11 22:00:00+01:00,2122.0,212.2,106.1
17064,2022-01-11 23:00:00+01:00,2097.0,209.7,104.85
17065,2022-01-12 00:00:00+01:00,2118.0,211.8,105.9
17066,2022-01-12 01:00:00+01:00,2197.0,219.7,109.85
17067,2022-01-12 02:00:00+01:00,2321.0,232.1,116.05
17068,2022-01-12 03:00:00+01:00,2278.0,227.8,113.9
17069,2022-01-12 04:00:00+01:00,2218.0,221.8,110.9
17070,2022-01-12 05:00:00+01:00,2232.0,223.2,111.6
17071,2022-01-12 06:00:00+01:00,2246.0,224.6,112.3
17072,2022-01-12 07:00:00+01:00,2278.0,227.8,113.9
17073,2022-01-12 08:00:00+01:00,2300.0,230.0,115.0
17074,2022-01-12 09:00:00+01:00,2933.0,293.3,146.65
17075,2022-01-12 10:00:00+01:00,3844.0,384.4,192.2
17076,2022-01-12 11:00:00+01:00,4441.0,444.1,222.05
17077,2022-01-12 12:00:00+01:00,4941.0,494.1,247.05
17078,2022-01-12 13:00:00+01:00,5092.0,509.2,254.6
17079,2022-01-12 14:00:00+01:00,4695.0,469.5,234.75
17080,2022-01-12 15:00:00+01:00,3874.0,387.4,193.7
17081,2022-01-12 16:00:00+01:00,2683.0,268.3,134.15
17082,2022-01-12 17:00:00+01:00,2288.0,228.8,114.4
17083,2022-01-12 18:00:00+01:00,2667.0,266.7,133.35
17084,2022-01-12 19:00:00+01:00,2980.0,298.0,149.0
17085,2022-01-12 20:00:00+01:00,3191.0,319.1,159.55
17086,2022-01-12 21:00:00+01:00,3246.0,324.6,162.3
17087,2022-01-12 22:00:00+01:00,3280.0,328.0,164.0
17088,2022-01-12 23:00:00+01:00,3316.0,331.6,165.8
17089,2022-01-13 00:00:00+01:00,3305.0,330.5,165.25
17090,2022-01-13 01:00:00+01:00,3066.0,306.6,153.3
17091,2022-01-13 02:00:00+01:00,2946.0,294.6,147.3
17092,2022-01-13 03:00:00+01:00,2799.0,279.9,139.95
17093,2022-01-13 04:00:00+01:00,2652.0,265.2,132.6
17094,2022-01-13 05:00:00+01:00,2521.0,252.1,126.05
17095,2022-01-13 06:00:00+01:00,2538.0,253.8,126.9
17096,2022-01-13 07:00:00+01:00,2626.0,262.6,131.3
17097,2022-01-13 08:00:00+01:00,2662.0,266.2,133.1
17098,2022-01-13 09:00:00+01:00,3121.0,312.1,156.05
17099,2022-01-13 10:00:00+01:00,3745.0,374.5,187.25
17100,2022-01-13 11:00:00+01:00,4247.0,424.7,212.35
17101,2022-01-13 12:00:00+01:00,4660.0,466.0,233.0
17102,2022-01-13 13:00:00+01:00,4782.0,478.2,239.1
17103,2022-01-13 14:00:00+01:00,4497.0,449.7,224.85
17104,2022-01-13 15:00:00+01:00,3604.0,360.4,180.2
17105,2022-01-13 16:00:00+01:00,2481.0,248.1,124.05
17106,2022-01-13 17:00:00+01:00,2337.0,233.7,116.85
17107,2022-01-13 18:00:00+01:00,2831.0,283.1,141.55
17108,2022-01-13 19:00:00+01:00,3038.0,303.8,151.9
17109,2022-01-13 20:00:00+01:00,2904.0,290.4,145.2
17110,2022-01-13 21:00:00+01:00,2738.0,273.8,136.9
17111,2022-01-13 22:00:00+01:00,2611.0,261.1,130.55
17112,2022-01-13 23:00:00+01:00,2364.0,236.4,118.2
17113,2022-01-14 00:00:00+01:00,1901.0,190.1,95.05
17114,2022-01-14 01:00:00+01:00,1514.0,151.4,75.7
17115,2022-01-14 02:00:00+01:00,1416.0,141.6,70.8
17116,2022-01-14 03:00:00+01:00,1263.0,126.3,63.15
17117,2022-01-14 04:00:00+01:00,1168.0,116.8,58.4
17118,2022-01-14 05:00:00+01:00,1135.0,113.5,56.75
17119,2022-01-14 06:00:00+01:00,1050.0,105.0,52.5
17120,2022-01-14 07:00:00+01:00,970.0,97.0,48.5
17121,2022-01-14 08:00:00+01:00,886.0,88.6,44.3
17122,2022-01-14 09:00:00+01:00,1502.0,150.2,75.1
17123,2022-01-14 10:00:00+01:00,2532.0,253.2,126.6
17124,2022-01-14 11:00:00+01:00,3264.0,326.4,163.2
17125,2022-01-14 12:00:00+01:00,3710.0,371.0,185.5
17126,2022-01-14 13:00:00+01:00,3814.0,381.4,190.7
17127,2022-01-14 14:00:00+01:00,3527.0,352.7,176.35
17128,2022-01-14 15:00:00+01:00,2602.0,260.2,130.1
17129,2022-01-14 16:00:00+01:00,1217.0,121.7,60.85
17130,2022-01-14 17:00:00+01:00,379.0,37.9,18.95
17131,2022-01-14 18:00:00+01:00,407.0,40.7,20.35
17132,2022-01-14 19:00:00+01:00,475.0,47.5,23.75
17133,2022-01-14 20:00:00+01:00,508.0,50.8,25.4
17134,2022-01-14 21:00:00+01:00,489.0,48.9,24.45
17135,2022-01-14 22:00:00+01:00,632.0,63.2,31.6
17136,2022-01-14 23:00:00+01:00,734.0,73.4,36.7
17137,2022-01-15 00:00:00+01:00,790.0,79.0,39.5
17138,2022-01-15 01:00:00+01:00,857.0,85.7,42.85
17139,2022-01-15 02:00:00+01:00,958.0,95.8,47.9
17140,2022-01-15 03:00:00+01:00,1159.0,115.9,57.95
17141,2022-01-15 04:00:00+01:00,1257.0,125.7,62.85
17142,2022-01-15 05:00:00+01:00,1297.0,129.7,64.85
17143,2022-01-15 06:00:00+01:00,1439.0,143.9,71.95
17144,2022-01-15 07:00:00+01:00,1468.0,146.8,73.4
17145,2022-01-15 08:00:00+01:00,1272.0,127.2,63.6
17146,2022-01-15 09:00:00+01:00,1769.0,176.9,88.45
17147,2022-01-15 10:00:00+01:00,2846.0,284.6,142.3
17148,2022-01-15 11:00:00+01:00,3481.0,348.1,174.05
17149,2022-01-15 12:00:00+01:00,3740.0,374.0,187.0
17150,2022-01-15 13:00:00+01:00,3762.0,376.2,188.1
17151,2022-01-15 14:00:00+01:00,3390.0,339.0,169.5
17152,2022-01-15 15:00:00+01:00,2509.0,250.9,125.45
17153,2022-01-15 16:00:00+01:00,1219.0,121.9,60.95
17154,2022-01-15 17:00:00+01:00,487.0,48.7,24.35
17155,2022-01-15 18:00:00+01:00,529.0,52.9,26.45
17156,2022-01-15 19:00:00+01:00,657.0,65.7,32.85
17157,2022-01-15 20:00:00+01:00,814.0,81.4,40.7
17158,2022-01-15 21:00:00+01:00,1032.0,103.2,51.6
17159,2022-01-15 22:00:00+01:00,1123.0,112.3,56.15
17160,2022-01-15 23:00:00+01:00,1167.0,116.7,58.35
17161,2022-01-16 00:00:00+01:00,1195.0,119.5,59.75
17162,2022-01-16 01:00:00+01:00,1347.0,134.7,67.35
17163,2022-01-16 02:00:00+01:00,1596.0,159.6,79.8
17164,2022-01-16 03:00:00+01:00,1826.0,182.6,91.3
17165,2022-01-16 04:00:00+01:00,1904.0,190.4,95.2
17166,2022-01-16 05:00:00+01:00,1968.0,196.8,98.4
17167,2022-01-16 06:00:00+01:00,2118.0,211.8,105.9
17168,2022-01-16 07:00:00+01:00,2455.0,245.5,122.75
17169,2022-01-16 08:00:00+01:00,2816.0,281.6,140.8
17170,2022-01-16 09:00:00+01:00,3507.0,350.7,175.35
17171,2022-01-16 10:00:00+01:00,4534.0,453.4,226.7
17172,2022-01-16 11:00:00+01:00,5391.0,539.1,269.55
17173,2022-01-16 12:00:00+01:00,5880.0,588.0,294.0
17174,2022-01-16 13:00:00+01:00,5755.0,575.5,287.75
17175,2022-01-16 14:00:00+01:00,5481.0,548.1,274.05
17176,2022-01-16 15:00:00+01:00,4616.0,461.6,230.8
17177,2022-01-16 16:00:00+01:00,3405.0,340.5,170.25
17178,2022-01-16 17:00:00+01:00,2566.0,256.6,128.3
17179,2022-01-16 18:00:00+01:00,2458.0,245.8,122.9
17180,2022-01-16 19:00:00+01:00,2448.0,244.8,122.4
17181,2022-01-16 20:00:00+01:00,2188.0,218.8,109.4
17182,2022-01-16 21:00:00+01:00,1964.0,196.4,98.2
17183,2022-01-16 22:00:00+01:00,1882.0,188.2,94.1
17184,2022-01-16 23:00:00+01:00,1764.0,176.4,88.2
17185,2022-01-17 00:00:00+01:00,1558.0,155.8,77.9
17186,2022-01-17 01:00:00+01:00,1347.0,134.7,67.35
17187,2022-01-17 02:00:00+01:00,1309.0,130.9,65.45
17188,2022-01-17 03:00:00+01:00,1307.0,130.7,65.35
17189,2022-01-17 04:00:00+01:00,1316.0,131.6,65.8
17190,2022-01-17 05:00:00+01:00,1273.0,127.3,63.65
17191,2022-01-17 06:00:00+01:00,1317.0,131.7,65.85
17192,2022-01-17 07:00:00+01:00,1461.0,146.1,73.05
17193,2022-01-17 08:00:00+01:00,1540.0,154.0,77.0
17194,2022-01-17 09:00:00+01:00,1922.0,192.2,96.1
17195,2022-01-17 10:00:00+01:00,2683.0,268.3,134.15
17196,2022-01-17 11:00:00+01:00,3117.0,311.7,155.85
17197,2022-01-17 12:00:00+01:00,3524.0,352.4,176.2
17198,2022-01-17 13:00:00+01:00,3618.0,361.8,180.9
17199,2022-01-17 14:00:00+01:00,3438.0,343.8,171.9
17200,2022-01-17 15:00:00+01:00,2717.0,271.7,135.85
17201,2022-01-17 16:00:00+01:00,1840.0,184.0,92.0
17202,2022-01-17 17:00:00+01:00,1397.0,139.7,69.85
17203,2022-01-17 18:00:00+01:00,1427.0,142.7,71.35
17204,2022-01-17 19:00:00+01:00,1555.0,155.5,77.75
17205,2022-01-17 20:00:00+01:00,1594.0,159.4,79.7
17206,2022-01-17 21:00:00+01:00,1710.0,171.0,85.5
17207,2022-01-17 22:00:00+01:00,1822.0,182.2,91.1
17208,2022-01-17 23:00:00+01:00,2197.0,219.7,109.85
17209,2022-01-18 00:00:00+01:00,2465.0,246.5,123.25
17210,2022-01-18 01:00:00+01:00,2387.0,238.7,119.35
17211,2022-01-18 02:00:00+01:00,2413.0,241.3,120.65
17212,2022-01-18 03:00:00+01:00,2450.0,245.0,122.5
17213,2022-01-18 04:00:00+01:00,2550.0,255.0,127.5
17214,2022-01-18 05:00:00+01:00,2657.0,265.7,132.85
17215,2022-01-18 06:00:00+01:00,2830.0,283.0,141.5
17216,2022-01-18 07:00:00+01:00,3094.0,309.4,154.7
17217,2022-01-18 08:00:00+01:00,3560.0,356.0,178.0
17218,2022-01-18 09:00:00+01:00,4075.0,407.5,203.75
17219,2022-01-18 10:00:00+01:00,4539.0,453.9,226.95
17220,2022-01-18 11:00:00+01:00,4873.0,487.3,243.65
17221,2022-01-18 12:00:00+01:00,5377.0,537.7,268.85
17222,2022-01-18 13:00:00+01:00,5595.0,559.5,279.75
17223,2022-01-18 14:00:00+01:00,5336.0,533.6,266.8
17224,2022-01-18 15:00:00+01:00,4580.0,458.0,229.0
17225,2022-01-18 16:00:00+01:00,3388.0,338.8,169.4
17226,2022-01-18 17:00:00+01:00,2847.0,284.7,142.35
17227,2022-01-18 18:00:00+01:00,3038.0,303.8,151.9
17228,2022-01-18 19:00:00+01:00,2850.0,285.0,142.5
17229,2022-01-18 20:00:00+01:00,2404.0,240.4,120.2
17230,2022-01-18 21:00:00+01:00,2274.0,227.4,113.7
17231,2022-01-18 22:00:00+01:00,2162.0,216.2,108.1
17232,2022-01-18 23:00:00+01:00,2269.0,226.9,113.45
17233,2022-01-19 00:00:00+01:00,2077.0,207.7,103.85
17234,2022-01-19 01:00:00+01:00,1835.0,183.5,91.75
17235,2022-01-19 02:00:00+01:00,1669.0,166.9,83.45
17236,2022-01-19 03:00:00+01:00,1629.0,162.9,81.45
17237,2022-01-19 04:00:00+01:00,1501.0,150.1,75.05
17238,2022-01-19 05:00:00+01:00,1494.0,149.4,74.7
17239,2022-01-19 06:00:00+01:00,1695.0,169.5,84.75
17240,2022-01-19 07:00:00+01:00,2036.0,203.6,101.8
17241,2022-01-19 08:00:00+01:00,2402.0,240.2,120.1
17242,2022-01-19 09:00:00+01:00,2835.0,283.5,141.75
17243,2022-01-19 10:00:00+01:00,3319.0,331.9,165.95
17244,2022-01-19 11:00:00+01:00,3741.0,374.1,187.05
17245,2022-01-19 12:00:00+01:00,4085.0,408.5,204.25
17246,2022-01-19 13:00:00+01:00,4157.0,415.7,207.85
17247,2022-01-19 14:00:00+01:00,4127.0,412.7,206.35
17248,2022-01-19 15:00:00+01:00,4251.0,425.1,212.55
17249,2022-01-19 16:00:00+01:00,4187.0,418.7,209.35
17250,2022-01-19 17:00:00+01:00,4158.0,415.8,207.9
17251,2022-01-19 18:00:00+01:00,4225.0,422.5,211.25
17252,2022-01-19 19:00:00+01:00,4174.0,417.4,208.7
17253,2022-01-19 20:00:00+01:00,4079.0,407.9,203.95
17254,2022-01-19 21:00:00+01:00,4440.0,444.0,222.0
17255,2022-01-19 22:00:00+01:00,4757.0,475.7,237.85
17256,2022-01-19 23:00:00+01:00,4441.0,444.1,222.05
17257,2022-01-20 00:00:00+01:00,3739.0,373.9,186.95
17258,2022-01-20 01:00:00+01:00,3402.0,340.2,170.1
17259,2022-01-20 02:00:00+01:00,3307.0,330.7,165.35
17260,2022-01-20 03:00:00+01:00,3337.0,333.7,166.85
17261,2022-01-20 04:00:00+01:00,3488.0,348.8,174.4
17262,2022-01-20 05:00:00+01:00,3394.0,339.4,169.7
17263,2022-01-20 06:00:00+01:00,3368.0,336.8,168.4
17264,2022-01-20 07:00:00+01:00,3554.0,355.4,177.7
17265,2022-01-20 08:00:00+01:00,3708.0,370.8,185.4
17266,2022-01-20 09:00:00+01:00,3916.0,391.6,195.8
17267,2022-01-20 10:00:00+01:00,4184.0,418.4,209.2
17268,2022-01-20 11:00:00+01:00,4532.0,453.2,226.6
17269,2022-01-20 12:00:00+01:00,5494.0,549.4,274.7
17270,2022-01-20 13:00:00+01:00,6411.0,641.1,320.55
17271,2022-01-20 14:00:00+01:00,6465.0,646.5,323.25
17272,2022-01-20 15:00:00+01:00,5853.0,585.3,292.65
17273,2022-01-20 16:00:00+01:00,5159.0,515.9,257.95
17274,2022-01-20 17:00:00+01:00,4738.0,473.8,236.9
17275,2022-01-20 18:00:00+01:00,4977.0,497.7,248.85
17276,2022-01-20 19:00:00+01:00,5261.0,526.1,263.05
17277,2022-01-20 20:00:00+01:00,5412.0,541.2,270.6
17278,2022-01-20 21:00:00+01:00,5376.0,537.6,268.8
17279,2022-01-20 22:00:00+01:00,5551.0,555.1,277.55
17280,2022-01-20 23:00:00+01:00,5516.0,551.6,275.8
17281,2022-01-21 00:00:00+01:00,5413.0,541.3,270.65
17282,2022-01-21 01:00:00+01:00,5320.0,532.0,266.0
17283,2022-01-21 02:00:00+01:00,5230.0,523.0,261.5
17284,2022-01-21 03:00:00+01:00,5088.0,508.8,254.4
17285,2022-01-21 04:00:00+01:00,4989.0,498.9,249.45
17286,2022-01-21 05:00:00+01:00,5057.0,505.7,252.85
17287,2022-01-21 06:00:00+01:00,4982.0,498.2,249.1
17288,2022-01-21 07:00:00+01:00,4873.0,487.3,243.65
17289,2022-01-21 08:00:00+01:00,4565.0,456.5,228.25
17290,2022-01-21 09:00:00+01:00,4947.0,494.7,247.35
17291,2022-01-21 10:00:00+01:00,5818.0,581.8,290.9
17292,2022-01-21 11:00:00+01:00,6376.0,637.6,318.8
17293,2022-01-21 12:00:00+01:00,6759.0,675.9,337.95
17294,2022-01-21 13:00:00+01:00,6843.0,684.3,342.15
17295,2022-01-21 14:00:00+01:00,6933.0,693.3,346.65
17296,2022-01-21 15:00:00+01:00,6244.0,624.4,312.2
17297,2022-01-21 16:00:00+01:00,5013.0,501.3,250.65
17298,2022-01-21 17:00:00+01:00,3800.0,380.0,190.0
17299,2022-01-21 18:00:00+01:00,3727.0,372.7,186.35
17300,2022-01-21 19:00:00+01:00,3807.0,380.7,190.35
17301,2022-01-21 20:00:00+01:00,3586.0,358.6,179.3
17302,2022-01-21 21:00:00+01:00,3432.0,343.2,171.6
17303,2022-01-21 22:00:00+01:00,3256.0,325.6,162.8
17304,2022-01-21 23:00:00+01:00,3218.0,321.8,160.9
17305,2022-01-22 00:00:00+01:00,3184.0,318.4,159.2
17306,2022-01-22 01:00:00+01:00,3145.0,314.5,157.25
17307,2022-01-22 02:00:00+01:00,3246.0,324.6,162.3
17308,2022-01-22 03:00:00+01:00,3204.0,320.4,160.2
17309,2022-01-22 04:00:00+01:00,3110.0,311.0,155.5
17310,2022-01-22 05:00:00+01:00,3000.0,300.0,150.0
17311,2022-01-22 06:00:00+01:00,2927.0,292.7,146.35
17312,2022-01-22 07:00:00+01:00,2784.0,278.4,139.2
17313,2022-01-22 08:00:00+01:00,2564.0,256.4,128.2
17314,2022-01-22 09:00:00+01:00,3095.0,309.5,154.75
17315,2022-01-22 10:00:00+01:00,3951.0,395.1,197.55
17316,2022-01-22 11:00:00+01:00,4519.0,451.9,225.95
17317,2022-01-22 12:00:00+01:00,4925.0,492.5,246.25
17318,2022-01-22 13:00:00+01:00,5155.0,515.5,257.75
17319,2022-01-22 14:00:00+01:00,4957.0,495.7,247.85
17320,2022-01-22 15:00:00+01:00,4343.0,434.3,217.15
17321,2022-01-22 16:00:00+01:00,3309.0,330.9,165.45
17322,2022-01-22 17:00:00+01:00,2514.0,251.4,125.7
17323,2022-01-22 18:00:00+01:00,2345.0,234.5,117.25
17324,2022-01-22 19:00:00+01:00,2292.0,229.2,114.6
17325,2022-01-22 20:00:00+01:00,2147.0,214.7,107.35
